ID Provinsi,Nama Provinsi,ID Kota/Kabupaten,Nama Kota/Kabupaten,ID Kecamatan,Nama Kecamatan,ID Kelurahan/Desa,Nama Kelurahan/Desa,ID TPS,Nama TPS,DPT,DPTb,DPK,Paslon 01,Paslon 02,Paslon 03,Suara Sah,Suara Tidak Sah,Total Suara,Status,Gambar Formulir Model C.Hasil-PPWP ke-1,Gambar Formulir Model C.Hasil-PPWP ke-2,Gambar Formulir Model C.Hasil-PPWP ke-3
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001073,TPS 073,null,null,null,60,71,82,null,null,null,INVALID,https://sirekap-obj-formc.kpu.go.id/2ca3/pemilu/ppwp/34/04/07/20/01/3404072001073-20240214-220523--296e04a1-95ef-449a-b001-536f2543f69c.jpg,https://sirekap-obj-formc.kpu.go.id/2ca3/pemilu/ppwp/34/04/07/20/01/3404072001073-20240214-220716--8cdd2bfe-ecec-44f1-a179-2c1a70dc2e63.jpg,https://sirekap-obj-formc.kpu.go.id/2ca3/pemilu/ppwp/34/04/07/20/01/3404072001073-20240214-220751--069db4a3-ce3e-481e-9570-391c9be5683c.jpg
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001074,TPS 074,null,null,null,36,129,102,null,null,null,INVALID,https://sirekap-obj-formc.kpu.go.id/81a9/pemilu/ppwp/34/04/07/20/01/3404072001074-20240214-232839--c679c00f-678d-4468-b198-21c18a51fa17.jpg,https://sirekap-obj-formc.kpu.go.id/81a9/pemilu/ppwp/34/04/07/20/01/3404072001074-20240214-232927--db6c748b-775d-4cf9-b385-a6273e37273a.jpg,https://sirekap-obj-formc.kpu.go.id/81a9/pemilu/ppwp/34/04/07/20/01/3404072001074-20240214-233046--ae5a906e-b658-4c07-8d56-36d66feccda1.jpg
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001075,TPS 075,122,4,0,42,48,17,107,5,112,VALID,https://sirekap-obj-formc.kpu.go.id/35fa/pemilu/ppwp/34/04/07/20/01/3404072001075-20240216-041407--21e97441-39be-4a31-b233-dc790287cbb6.jpg,https://sirekap-obj-formc.kpu.go.id/35fa/pemilu/ppwp/34/04/07/20/01/3404072001075-20240214-185546--75ede2cf-6694-4157-b85d-148bac977fde.jpg,https://sirekap-obj-formc.kpu.go.id/35fa/pemilu/ppwp/34/04/07/20/01/3404072001075-20240214-185615--7271bf99-4be1-408a-bfed-6b6f3e474fc5.jpg
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001076,TPS 076,186,7,4,49,58,49,156,4,160,VALID,https://sirekap-obj-formc.kpu.go.id/4d74/pemilu/ppwp/34/04/07/20/01/3404072001076-20240216-135548--64f029b7-2e10-47a2-84f9-bbc8986898c7.jpg,https://sirekap-obj-formc.kpu.go.id/4d74/pemilu/ppwp/34/04/07/20/01/3404072001076-20240216-135550--79342224-6475-45a1-8106-3f84774240c6.jpg,https://sirekap-obj-formc.kpu.go.id/4d74/pemilu/ppwp/34/04/07/20/01/3404072001076-20240216-135549--c4f695e9-ef8f-4c5a-b514-8b65196d967c.jpg
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001077,TPS 077,null,null,null,55,73,109,null,null,null,INVALID,https://sirekap-obj-formc.kpu.go.id/e0db/pemilu/ppwp/34/04/07/20/01/3404072001077-20240214-190910--8df1aeeb-440c-4874-a398-169cca9d3c88.jpg,https://sirekap-obj-formc.kpu.go.id/e0db/pemilu/ppwp/34/04/07/20/01/3404072001077-20240214-191347--87854662-07c5-4f1f-b4b8-d3fde2fdadba.jpg,https://sirekap-obj-formc.kpu.go.id/e0db/pemilu/ppwp/34/04/07/20/01/3404072001077-20240214-191539--98c73f6c-7482-4d2b-ba88-843bdb133439.jpg
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001078,TPS 078,279,10,2,47,105,77,229,7,236,VALID,https://sirekap-obj-formc.kpu.go.id/269d/pemilu/ppwp/34/04/07/20/01/3404072001078-20240215-002209--e37291c4-aed0-4d25-b23f-471ecdc2a237.jpg,https://sirekap-obj-formc.kpu.go.id/269d/pemilu/ppwp/34/04/07/20/01/3404072001078-20240215-002310--99fb0868-d559-4859-8a05-1adc5dadef13.jpg,https://sirekap-obj-formc.kpu.go.id/269d/pemilu/ppwp/34/04/07/20/01/3404072001078-20240215-002400--27394a98-51fb-49d9-8608-bd2cc413c8c8.jpg
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001079,TPS 079,null,null,null,36,76,69,null,null,null,INVALID,https://sirekap-obj-formc.kpu.go.id/edf4/pemilu/ppwp/34/04/07/20/01/3404072001079-20240214-233827--918bd44e-ad1e-4bdc-8e74-255db213b190.jpg,https://sirekap-obj-formc.kpu.go.id/edf4/pemilu/ppwp/34/04/07/20/01/3404072001079-20240214-234719--433847b1-de02-43b8-a6c7-c34f2773597b.jpg,https://sirekap-obj-formc.kpu.go.id/edf4/pemilu/ppwp/34/04/07/20/01/3404072001079-20240214-234825--73c96bcc-5ed8-4ee6-83bb-f5753de10b36.jpg
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001080,TPS 080,null,null,null,null,null,null,null,null,null,PROCESS,null,null,null
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001081,TPS 081,null,null,null,null,null,null,null,null,null,PROCESS,null,null,null
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340407,DEPOK,3404072001,CATURTUNGGAL,3404072001082,TPS 082,null,null,null,30,72,26,null,null,null,INVALID,https://sirekap-obj-formc.kpu.go.id/b725/pemilu/ppwp/34/04/07/20/01/3404072001082-20240214-232118--b1ccef92-3b5f-43c7-814f-a41aa37da1dd.jpg,https://sirekap-obj-formc.kpu.go.id/b725/pemilu/ppwp/34/04/07/20/01/3404072001082-20240214-232204--c4ad59c4-374e-46e5-84fb-b45a018af93b.jpg,https://sirekap-obj-formc.kpu.go.id/b725/pemilu/ppwp/34/04/07/20/01/3404072001082-20240214-232314--2ce3eabc-56f3-4227-905d-6e4a9a1d70ac.jpg
